Prestazione,Atleta,Cat.,Anno,Società,Disciplina,Gara
12.97,FLOREAN Michela,SF45,1978,ATXX2 ASD RAINBOW PLANET,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara101.html
13.07,MASETTI Annamaria,SF60,1960,PUXX1 COM. PESARO-URBINO,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara101.html
13.85,CAMPIA Chiara,SF40,1980,ATXX2 ASD RAINBOW PLANET,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara101.html
7.46,ZUCCHET Manuel,JM,2006,POXX2 ASD POLISPORTIVA AZZANESE,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara201.html
7.66,DE MICHIELI Matteo,JM,2006,POXX2 ASD POLISPORTIVA AZZANESE,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara201.html
7.79,AMADIO Roberto,JM,2006,POXX2 ASD POLISPORTIVA AZZANESE,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara201.html
7.87,MORAS Andrea,JM,2005,POXX2 ASD POLISPORTIVA AZZANESE,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara201.html
8.03,CALIGIANA Giacomo,JM,2005,PGXX2 ATL. CAPANNE PRO LOCO,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara201.html
7.56,TIBERI Federico,JM,2006,RMXX3 ATL. ROMA AQUACETOSA,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara201.html
7.65,LENTI Francesco,JM,2006,RMXX3 ATL. ROMA AQUACETOSA,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara201.html
7.71,CHERUBINI Alessio,JM,2006,RMXX3 ATL. ROMA AQUACETOSA,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara201.html
7.8,POSTACCHINI Andrea,JM,2005,RMXX3 ATL. ROMA AQUACETOSA,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara201.html
8.27,D'ANTONI Vanessa,JF,2005,UDXX3 LUPIGNANUM TRACK&FIELD,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara301.html
8.32,PERRETTA Ginevra,JF,2005,RMXX3 ATL. ROMA AQUACETOSA,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara301.html
8.33,FERRARI Aurora,JF,2006,UDXX3 LUPIGNANUM TRACK&FIELD,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara301.html
8.69,SPIRITICCHIO Giorgia,JF,2006,RMXX3 ATL. ROMA AQUACETOSA,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara301.html
8.8,USAI Rebecca,JF,2006,CAXX2 ASD SULCIS ATL. CARBONIA,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara301.html
9.14,SUT Martina,JF,2006,POXX2 ASD POLISPORTIVA AZZANESE,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara301.html
7.3,FRANCINI Matias,AM,2007,RNXX2 SAN MARINO ATHLETICS ACADEMY,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara401.html
7.54,ORSINI Federico,AM,2008,RMXX3 ATL. ROMA AQUACETOSA,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara401.html
7.67,ZOFFOLI Simone,AM,2007,RNXX2 SAN MARINO ATHLETICS ACADEMY,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara401.html
7.72,FICHERA Alessandro,AM,2007,FRXX3 AICS FROSINONE,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara401.html
7.75,DI BATTISTA Mirko,AM,2007,RIXX2 ATL.STUDENTESCA ANDREA MILARDI,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara401.html
7.83,PITZALIS Andrea,AM,2008,CAXX2 ASD SULCIS ATL. CARBONIA,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara401.html
7.63,IACUZZO Claudio,AM,2008,UDXX3 LUPIGNANUM TRACK&FIELD,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara401.html
8.0,GULINO Marco,AM,2008,RMXX3 ATL. ROMA AQUACETOSA,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara401.html
8.39,CAPALDI Francesco,AM,2008,RIXX2 ATL.STUDENTESCA ANDREA MILARDI,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara401.html
8.9,CORSO Anthony,AM,2007,ATXX2 ASD RAINBOW PLANET,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara401.html
9.5,ARROBBIO Alberto,AM,2007,ATXX2 ASD RAINBOW PLANET,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara401.html
10.67,BALDI MARZOCCA Gioele,AM,2008,ATXX2 ASD RAINBOW PLANET,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara401.html
7.66,DALL'ANTONIA Elia,AM,2007,TVXX2 ATL-ETICA SAN VENDEMIANO SSD,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara401.html
7.8,SPARCINO Christian,AM,2008,RMXX2 ASD ATLETICA NEPTUNIA,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara401.html
7.88,PONSELE' Edoardo,AM,2007,RMXX3 ATL. ROMA AQUACETOSA,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara401.html
7.88,GOLIA Arturo,AM,2008,RMXX3 ATL. ROMA AQUACETOSA,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara401.html
8.79,RABELLINO Yarn,AM,2007,ATXX2 ASD RAINBOW PLANET,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara401.html
9.18,RAPONI Valentino,AM,2008,FRXX3 AICS FROSINONE,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara401.html
8.25,LARICCIA Letizia Maria,AF,2008,RMXX3 ATL. ROMA AQUACETOSA,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara501.html
8.46,MASSA Miriam giulia,AF,2008,ATXX2 ASD RAINBOW PLANET,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara501.html
8.55,SOMMAGGIO Giada,AF,2008,UDXX3 LUPIGNANUM TRACK&FIELD,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara501.html
8.69,GESUALE Anita,AF,2008,FRXX2 POFISPORTIVA,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara501.html
8.81,FRONGIA Caterina,AF,2007,FRXX3 AICS FROSINONE,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara501.html
8.93,AURELI DE VINCENTIS Fra,AF,2007,RMXX3 ATL. ROMA AQUACETOSA,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara501.html
8.46,PIEMONTESE Sofia Elena,AF,2008,RMXX3 ATL. ROMA AQUACETOSA,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara501.html
8.87,MOZZON Elisa,AF,2008,POXX2 ASD POLISPORTIVA AZZANESE,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara501.html
9.05,BURIGAT Elena,AF,2007,POXX2 ASD POLISPORTIVA AZZANESE,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara501.html
9.07,MASCHERIN Laliya,AF,2007,POXX2 ASD POLISPORTIVA AZZANESE,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara501.html
9.08,GACUTAN Joanna,AF,2008,RMXX3 ATL. ROMA AQUACETOSA,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara501.html
9.46,CISCI SACCHITELLA Emma,AF,2008,CAXX2 ASD SULCIS ATL. CARBONIA,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara501.html
8.71,CIATTI Flavia,AF,2008,RMXX3 ATL. ROMA AQUACETOSA,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara501.html
9.1,CELLETTI Chiara,AF,2007,FRXX3 AICS FROSINONE,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara501.html
9.12,PROIETTI Carola,AF,2007,RMXX3 ATL. ROMA AQUACETOSA,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara501.html
9.52,MACCIACCHERA Nicoletta,AF,2008,RMXX3 ATL. ROMA AQUACETOSA,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara501.html
12.56,AZAB HAIAT Francesca,AF,2008,RMXX2 ASD ATLETICA NEPTUNIA,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara501.html
8.28,BASILICO Maura,AF,2007,RMXX3 ATL. ROMA AQUACETOSA,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara501.html
8.78,LUCENTINI Naiara,AF,2008,RMXX3 ATL. ROMA AQUACETOSA,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara501.html
8.83,MASPERONI Cristina,AF,2008,RMXX3 ATL. ROMA AQUACETOSA,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara501.html
9.16,FELTRIN Camilla,AF,2007,UDXX3 LUPIGNANUM TRACK&FIELD,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara501.html
9.21,MEI Rebecca,AF,2007,CAXX2 ASD SULCIS ATL. CARBONIA,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara501.html
7.43,FALCETTTI Leonardo,CM,2010,RIXX2 ATL.STUDENTESCA ANDREA MILARDI,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara601.html
7.54,DI MARTINO Edoardo,CM,2009,UDXX3 LUPIGNANUM TRACK&FIELD,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara601.html
7.56,PAPARO Valerio,CM,2010,RMXX3 ATL. ROMA AQUACETOSA,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara601.html
7.6,CAMMILLERI Andrea,CM,2010,CAXX2 ASD SULCIS ATL. CARBONIA,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara601.html
7.83,NOBILI Alessandro,CM,2009,RIXX2 ATL.STUDENTESCA ANDREA MILARDI,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara601.html
7.88,TURRIN Pietro,CM,2010,POXX2 ASD POLISPORTIVA AZZANESE,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara601.html
7.98,DE LALLO Jean Baptiste,CM,2010,FGXX2 ASD ATL. S.NICANDRO GARGANICO,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara601.html
7.98,FAVOT Elia,CM,2010,POXX2 ASD POLISPORTIVA AZZANESE,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara601.html
7.7,FEBBRAIO Leonardo,CM,2010,ATXX2 ASD RAINBOW PLANET,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara601.html
7.83,MAZZEI Daniele,CM,2010,RMXX3 ATL. ROMA AQUACETOSA,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara601.html
7.88,ANNARILLI Stefano,CM,2009,RMXX3 ATL. ROMA AQUACETOSA,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara601.html
7.99,PADRONETTI Giona,CM,2009,RIXX2 ATL.STUDENTESCA ANDREA MILARDI,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara601.html
8.03,BRIZI Xavier Costanzo,CM,2009,RIXX2 ATL.STUDENTESCA ANDREA MILARDI,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara601.html
8.05,SODANO Stefano,CM,2010,RMXX3 ATL. ROMA AQUACETOSA,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara601.html
8.2,LUONGO Thanh Tam,CM,2010,RMXX3 ATL. ROMA AQUACETOSA,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara601.html
8.23,PODESCHI Alain,CM,2010,RNXX2 SAN MARINO ATHLETICS ACADEMY,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara601.html
8.00,ANCELLOTTI Alessio,CM,2009,RMXX3 ATL. ROMA AQUACETOSA,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara601.html
8.09,BEGHI Samuele,CM,2009,UDXX3 LUPIGNANUM TRACK&FIELD,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara601.html
8.28,CASTRUCCI Matteo,CM,2010,RIXX2 ATL.STUDENTESCA ANDREA MILARDI,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara601.html
8.29,CESTRA Nicola,CM,2010,FRXX3 AICS FROSINONE,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara601.html
8.34,CAMMAROTA Giulio,CM,2009,RMXX3 ATL. ROMA AQUACETOSA,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara601.html
8.41,BOTTAN Enrico,CM,2010,POXX2 ASD POLISPORTIVA AZZANESE,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara601.html
8.50,FRE' Filippo,CM,2010,POXX2 ASD POLISPORTIVA AZZANESE,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara601.html
8.39,SCIMIA Giulio,CM,2009,RMXX3 ATL. ROMA AQUACETOSA,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara601.html
8.78,ROSATI Alessadnro,CM,2010,RMXX3 ATL. ROMA AQUACETOSA,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara601.html
8.85,DI BARTOLO Leonardo,CM,2010,CAXX2 ASD SULCIS ATL. CARBONIA,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara601.html
8.85,SPAZIANI TESTA Giulio,CM,2010,FRXX3 AICS FROSINONE,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara601.html
8.86,MARIAN Cristian,CM,2010,POXX2 ASD POLISPORTIVA AZZANESE,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara601.html
9.08,BRACAGLIA Andrea,CM,2010,FRXX3 AICS FROSINONE,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara601.html
9.20,MACINA Paolo,CM,2010,RMXX3 ATL. ROMA AQUACETOSA,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara601.html
8.15,MASCARIN Mattia,CM,2009,POXX2 ASD POLISPORTIVA AZZANESE,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara601.html
8.59,LAURETTI Gabriele,CM,2009,FRXX3 AICS FROSINONE,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara601.html
8.67,PERREL Leon,CM,2009,RMXX3 ATL. ROMA AQUACETOSA,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara601.html
8.84,MEZZETTI Matteo,CM,2010,RMXX3 ATL. ROMA AQUACETOSA,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara601.html
9.23,CHIAROTTO Paolo,CM,2010,POXX2 ASD POLISPORTIVA AZZANESE,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara601.html
9.67,CATANIA Giovanni,CM,2010,RMXX3 ATL. ROMA AQUACETOSA,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara601.html
9.91,ORSINI Francesco,CM,2010,RMXX3 ATL. ROMA AQUACETOSA,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara601.html
8.03,TINEO Filippo Antonio,CM,2010,TVXX2 ATL-ETICA SAN VENDEMIANO SSD,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara601.html
8.24,TRAINA Valerio,CM,2010,RMXX2 ASD ATLETICA NEPTUNIA,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara601.html
8.31,MARCATTILI Gabriele,CM,2010,RMXX2 ASD ATLETICA NEPTUNIA,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara601.html
9.08,ZAVATTA Yuri,CM,2010,RNXX2 SAN MARINO ATHLETICS ACADEMY,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara601.html
9.57,VITTUCCI Flavio,CM,2009,RMXX3 ATL. ROMA AQUACETOSA,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara601.html
9.65,DE LUCA Francesco,CM,2010,RMXX2 ASD ATLETICA NEPTUNIA,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara601.html
9.69,TURANI Gianmarco,CM,2010,RIXX2 ATL.STUDENTESCA ANDREA MILARDI,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara601.html
7.60,CAMMILLERI Andrea,CM,2010,CAXX2 ASD SULCIS ATL. CARBONIA,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara601.html
7.70,FEBBRAIO Leonardo,CM,2010,ATXX2 ASD RAINBOW PLANET,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara601.html
8.20,LUONGO Thanh Tam,CM,2010,RMXX3 ATL. ROMA AQUACETOSA,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara601.html
8.0,VOLPONI Roberta,CF,2009,RMXX3 ATL. ROMA AQUACETOSA,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara701.html
8.14,DE BIASI Teresa,CF,2010,TVXX2 ATL-ETICA SAN VENDEMIANO SSD,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara701.html
8.17,ALLEGRI Clotilde,CF,2010,ATXX2 ASD RAINBOW PLANET,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara701.html
8.18,ANTEI Federica,CF,2010,RIXX2 ATL.STUDENTESCA ANDREA MILARDI,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara701.html
8.31,GUERRINI Valeria,CF,2010,RMXX3 ATL. ROMA AQUACETOSA,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara701.html
8.35,IACHETTI Vittoria,CF,2009,RIXX2 ATL.STUDENTESCA ANDREA MILARDI,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara701.html
8.55,GRAMAGLIA Serena,CF,2010,ATXX2 ASD RAINBOW PLANET,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara701.html
9.66,LAVIOLA Lucrezia anna,CF,2010,ATXX2 ASD RAINBOW PLANET,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara701.html
8.53,SIMONAJ Mariangjela,CF,2010,TVXX2 ATL-ETICA SAN VENDEMIANO SSD,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara701.html
8.58,ROSSETTI Emma,CF,2010,RMXX3 ATL. ROMA AQUACETOSA,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara701.html
8.59,MORO Anna,CF,2010,TVXX2 ATL-ETICA SAN VENDEMIANO SSD,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara701.html
8.66,TABORRI Gaia,CF,2010,RMXX3 ATL. ROMA AQUACETOSA,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara701.html
8.67,BERNARDI Gaia,CF,2010,RNXX2 SAN MARINO ATHLETICS ACADEMY,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara701.html
8.67,DE MICHELIS Lavinia,CF,2010,RIXX2 ATL.STUDENTESCA ANDREA MILARDI,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara701.html
8.68,GARDENAL Mia Gabriella,CF,2009,POXX2 ASD POLISPORTIVA AZZANESE,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara701.html
8.68,DIANA Giannalba Fidelin,CF,2010,UDXX3 LUPIGNANUM TRACK&FIELD,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara701.html
8.59,PASQUALUCCI Angelica,CF,2010,RIXX2 ATL.STUDENTESCA ANDREA MILARDI,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara701.html
8.76,IMPERATORI Chiara,CF,2010,RIXX2 ATL.STUDENTESCA ANDREA MILARDI,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara701.html
8.81,CAROTTI Veronica,CF,2009,RIXX2 ATL.STUDENTESCA ANDREA MILARDI,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara701.html
8.83,FAGANELLO Camilla,CF,2010,TVXX2 ATL-ETICA SAN VENDEMIANO SSD,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara701.html
8.86,MARCHETTI Michela,CF,2010,RIXX2 ATL.STUDENTESCA ANDREA MILARDI,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara701.html
8.92,BRYZIK Veronica,CF,2010,RIXX2 ATL.STUDENTESCA ANDREA MILARDI,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara701.html
9.05,GIANSANTI Martina,CF,2009,PGXX2 ATL. CAPANNE PRO LOCO,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara701.html
9.94,PARENTE Ida,CF,2010,ATXX2 ASD RAINBOW PLANET,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara701.html
8.86,VANZO Aurora,CF,2010,RIXX2 ATL.STUDENTESCA ANDREA MILARDI,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara701.html
8.88,SANNA Alice,CF,2009,CAXX2 ASD SULCIS ATL. CARBONIA,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara701.html
8.92,DIANA Valeria,CF,2010,RMXX3 ATL. ROMA AQUACETOSA,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara701.html
9.01,NILO GOMES Sarah,CF,2009,RNXX2 SAN MARINO ATHLETICS ACADEMY,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara701.html
9.08,MORARU Tiffany,CF,2010,POXX2 ASD POLISPORTIVA AZZANESE,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara701.html
9.24,BONORA Marlene,CF,2010,TVXX2 ATL-ETICA SAN VENDEMIANO SSD,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara701.html
9.25,GIRALDI Camilla,CF,2009,RIXX2 ATL.STUDENTESCA ANDREA MILARDI,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara701.html
9.39,CASADEI Tea,CF,2010,RNXX2 SAN MARINO ATHLETICS ACADEMY,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara701.html
8.61,FALETTI Sofia,CF,2010,ATXX2 ASD RAINBOW PLANET,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara701.html
9.03,NAPOLITANO Rebecca,CF,2009,PGXX2 ATL. CAPANNE PRO LOCO,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara701.html
9.15,GRILLO Greta,CF,2010,POXX2 ASD POLISPORTIVA AZZANESE,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara701.html
9.21,SORRENTI Ludovica,CF,2010,RMXX3 ATL. ROMA AQUACETOSA,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara701.html
9.21,IACUZZO Teresa,CF,2010,UDXX3 LUPIGNANUM TRACK&FIELD,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara701.html
9.21,RIZZI Camilla,CF,2010,POXX2 ASD POLISPORTIVA AZZANESE,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara701.html
9.47,LORENZON Alice,CF,2009,UDXX3 LUPIGNANUM TRACK&FIELD,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara701.html
9.18,DE MATTEIS Letizia,CF,2010,PGXX2 ATL. CAPANNE PRO LOCO,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara701.html
9.23,PUGLIESE Sofia,CF,2010,RMXX3 ATL. ROMA AQUACETOSA,60m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara701.html
