Prestazione,Atleta,Cat.,Anno,Società,Disciplina,Gara
22.09,RINALDI Mattia,SM,2000.0,PU001 ATLETICA FANO TECHFEM,200m,https://www.fidal.it/risultati/2024/REG33816/Risultati/Gara004.html
22.09,ZOBBIO David,SM,2000.0,BS183 C.S. S.ROCCHINO,200m,https://www.fidal.it/risultati/2024/REG33761/Risultati/Gara004.html
22.11,MUZI Alexandr,PM,2002.0,AN010 S.E.F. STAMURA ANCONA A.S.D.,200m,https://www.fidal.it/risultati/2024/REG33658/Risultati/Gara004.html
22.12,PAGLIARINI Francesco,AM,2007.0,PU001 ATLETICA FANO TECHFEM,200m,https://www.fidal.it/risultati/2024/REG33816/Risultati/Gara004.html
22.14,MIOLA Matteo,JM,2006.0,PD143 C.U.S. PADOVA,200m,https://www.fidal.it/risultati/2024/REG33841/Risultati/Gara203.html
22.16,RAGUSA Marco,PM,2004.0,PA001 A.S.D. C.U.S. PALERMO,200m,https://www.fidal.it/risultati/2024/REG33818/Risultati/Gara004.html
22.2,MARSICOVETERE Luca,JM,2005.0,FC542 LIBERTAS ATLETICA FORLI',200m,https://www.fidal.it/risultati/2024/REG33761/Risultati/Gara004.html
22.25,OMODIA Destiny,JM,2006.0,AN010 S.E.F. STAMURA ANCONA A.S.D.,200m,https://www.fidal.it/risultati/2024/REG33761/Risultati/Gara004.html
22.34,RAGUSA Matteo,JM,2005.0,PV110 ATL. CENTO TORRI PAVIA,200m,https://www.fidal.it/risultati/2024/REG33761/Risultati/Gara004.html
22.34,MARTELLOZZO Giacomo,SM,2000.0,PD143 C.U.S. PADOVA,200m,https://www.fidal.it/risultati/2024/REG33841/Risultati/Gara203.html
22.35,POLLICINO Niccolo',PM,2004.0,PT115 PISTOIATLETICA 1983,200m,https://www.fidal.it/risultati/2024/REG33839/Risultati/Gara203.html
22.35,CAMPANA Davide,SM,1999.0,RM363 SSD NISSOLINO SPORT SRL ASU,200m,https://www.fidal.it/risultati/2024/REG33761/Risultati/Gara004.html
22.43,FRATICELLI Francesco,JM,2006.0,RM046 ASD ACSI ATLETICA CAMPIDOGLIO,200m,https://www.fidal.it/risultati/2024/REG33818/Risultati/Gara004.html
22.43,DOMENIS Leo oumar,AM,2007.0,TS044 TRIESTE ATLETICA,200m,https://www.fidal.it/risultati/2024/REG33761/Risultati/Gara004.html
22.47,FEDELI Mattia alessandr,JM,2005.0,MI089 PRO SESTO ATL. CERNUSCO,200m,https://www.fidal.it/risultati/2024/REG33841/Risultati/Gara203.html
22.5,BERGAMASCHI Filippo,PM,2003.0,MI089 PRO SESTO ATL. CERNUSCO,200m,https://www.fidal.it/risultati/2024/REG33841/Risultati/Gara203.html
22.5,PEDERZOLI Lorenzo,SM,2000.0,BO014 ATL. IMOLA SACMI AVIS,200m,https://www.fidal.it/risultati/2024/REG33761/Risultati/Gara004.html
22.51,SANGIORGI Alessio,JM,2006.0,CO744 A.G. COMENSE S.S.D. A R.L.,200m,https://www.fidal.it/risultati/2024/REG33841/Risultati/Gara203.html
22.53,MARTINO Francesco emanu,AM,2007.0,MI077 CUS PRO PATRIA MILANO,200m,https://www.fidal.it/risultati/2024/REG33839/Risultati/Gara203.html
22.53,KHALIL Omar,PM,2002.0,RI223 ATL.STUD. RIETI ANDREA MILARDI,200m,https://www.fidal.it/risultati/2024/REG33658/Risultati/Gara004.html
22.54,CAPORUSSO Fabrizio,AM,2007.0,FC542 LIBERTAS ATLETICA FORLI',200m,https://www.fidal.it/risultati/2024/REG33761/Risultati/Gara004.html
22.54,FACCHIELLI Claudio,SM,1995.0,FI002 ATLETICA FIRENZE MARATHON S.S.,200m,https://www.fidal.it/risultati/2024/REG33816/Risultati/Gara004.html
22.55,GIOVINAZZO Giacomo,JM,2006.0,LI035 ATL.LIBERTAS UNICUSANO LIVORNO,200m,https://www.fidal.it/risultati/2024/REG33761/Risultati/Gara004.html
22.55,APREA Marcello,SM,1998.0,RE105 G.S.SELF ATL. MONTANARI GRUZZA,200m,https://www.fidal.it/risultati/2024/REG33818/Risultati/Gara004.html
22.58,CARFAGNA Tommaso,AM,2007.0,RM057 FIAMME GIALLE G. SIMONI,200m,https://www.fidal.it/risultati/2024/REG33658/Risultati/Gara004.html
22.62,ORLANDINI Lorenzo,SM,1998.0,PN039 ATL BRUGNERA PN FRIULINTAGLI,200m,https://www.fidal.it/risultati/2024/REG33839/Risultati/Gara203.html
22.64,IORIO Antonio,SM,2001.0,TR024 ASS.ATL.LIBERTAS ORVIETO,200m,https://www.fidal.it/risultati/2024/REG33761/Risultati/Gara004.html
22.65,MAZZILLI Valerio,AM,2007.0,RM232 ASD ROMATLETICA,200m,https://www.fidal.it/risultati/2024/REG33761/Risultati/Gara004.html
22.66,D'OTTAVIO Andrea,JM,2005.0,TO001 BATTAGLIO C.U.S. TORINO ATL,200m,https://www.fidal.it/risultati/2024/REG33839/Risultati/Gara203.html
22.75,SMANIO Alessandro,SM,1991.0,RS195 RCF ROMA SUD,200m,https://www.fidal.it/risultati/2024/REG33761/Risultati/Gara004.html
22.75,DI MAURO Marco,PM,2004.0,BA008 ASD ELITE ACADEMY BARI,200m,https://www.fidal.it/risultati/2024/REG33818/Risultati/Gara004.html
22.75,CETRONE Daniele,AM,2007.0,BO014 ATL. IMOLA SACMI AVIS,200m,https://www.fidal.it/risultati/2024/REG33658/Risultati/Gara004.html
22.76,MASNADA Matteo,JM,2005.0,BA006 USD ELITE GIOVANI ATLETI,200m,https://www.fidal.it/risultati/2024/REG33818/Risultati/Gara004.html
22.76,BOLOGNESI Paolo,JM,2006.0,FC038 EDERA ATL. FORLI,200m,https://www.fidal.it/risultati/2024/REG33658/Risultati/Gara004.html
22.77,MASINI Filippo,SM,2000.0,RE105 G.S.SELF ATL. MONTANARI GRUZZA,200m,https://www.fidal.it/risultati/2024/REG33818/Risultati/Gara004.html
22.78,ANTELMI Lorenzo,JM,2005.0,PR068 C.U.S. PARMA,200m,https://www.fidal.it/risultati/2024/REG33839/Risultati/Gara203.html
22.78,ARRIGONI Davide,JM,2005.0,BG003 ATL. BERGAMO 1959 ORIOCENTER,200m,https://www.fidal.it/risultati/2024/REG33839/Risultati/Gara203.html
22.8,VIOTTI Francesco,PM,2004.0,CN005 ATL. MONDOVI'-ACQUA S.BERNARDO,200m,https://www.fidal.it/risultati/2024/REG33839/Risultati/Gara203.html
22.82,COLLOCA Emanuele salvat,JM,2006.0,RM057 FIAMME GIALLE G. SIMONI,200m,https://www.fidal.it/risultati/2024/REG33658/Risultati/Gara004.html
22.84,GHIDETTI Francesco,PM,2002.0,AN010 S.E.F. STAMURA ANCONA A.S.D.,200m,https://www.fidal.it/risultati/2024/REG33658/Risultati/Gara004.html
22.85,NOCERINO Francesco,SM,1998.0,RM363 SSD NISSOLINO SPORT SRL ASU,200m,https://www.fidal.it/risultati/2024/REG33658/Risultati/Gara004.html
22.85,ANTONEL Neil,PM,2002.0,PN039 ATL BRUGNERA PN FRIULINTAGLI,200m,https://www.fidal.it/risultati/2024/REG33841/Risultati/Gara203.html
22.87,CESARONI Alessandro,SM,1995.0,BSXX3 ASD OLYMPIA ATHLETIC TEAM,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara004.html
22.87,BESANA Giacomo,JM,2005.0,CO744 A.G. COMENSE S.S.D. A R.L.,200m,https://www.fidal.it/risultati/2024/REG33841/Risultati/Gara203.html
22.87,CORSELLI Lorenzo,SM,1999.0,BS364 G.S. ATL. REZZATO,200m,https://www.fidal.it/risultati/2024/REG33839/Risultati/Gara203.html
22.87,DANZA Alessandro,JM,2005.0,FG202 U.S. FOGGIA ATL. LEGGERA,200m,https://www.fidal.it/risultati/2024/REG33818/Risultati/Gara004.html
22.88,DALMAZIO Leonardo,JM,2005.0,RM363 SSD NISSOLINO SPORT SRL ASU,200m,https://www.fidal.it/risultati/2024/REG33818/Risultati/Gara004.html
22.89,NUNZIATA Gabriele,JM,2006.0,RM057 FIAMME GIALLE G. SIMONI,200m,https://www.fidal.it/risultati/2024/REG33658/Risultati/Gara004.html
22.89,MASTRO Andrea,AM,2007.0,BA006 USD ELITE GIOVANI ATLETI,200m,https://www.fidal.it/risultati/2024/REG33818/Risultati/Gara004.html
22.9,BADJI Bokar,SM35,1988.0,MO052 A.S. LA FRATELLANZA 1874SEN SENEGAL,200m,https://www.fidal.it/risultati/2024/REG33839/Risultati/Gara204.html
22.9,VENTURA Sergio,JM,2006.0,BO506 A.S.D. PONTEVECCHIO BOLOGNA,200m,https://www.fidal.it/risultati/2024/REG33658/Risultati/Gara004.html
22.9,CICCONOFRI Gabriele,AM,2007.0,AN010 S.E.F. STAMURA ANCONA A.S.D.,200m,https://www.fidal.it/risultati/2024/REG33816/Risultati/Gara004.html
22.92,LANCIOTTI Lorenzo,JM,2005.0,FM050 TEAM ATLETICA MARCHE,200m,https://www.fidal.it/risultati/2024/REG33761/Risultati/Gara004.html
22.93,IACOBINI Matteo,SM,2001.0,RM232 ASD ROMATLETICA,200m,https://www.fidal.it/risultati/2024/REG33818/Risultati/Gara004.html
22.94,VALERI Alessandro,JM,2006.0,RM555 A.S.D. ATLETICA FUTURA ROMA,200m,https://www.fidal.it/risultati/2024/REG33818/Risultati/Gara004.html
22.95,GAGGIOLI Wilhelm jacopo,SM,1995.0,FI018 TOSCANA ATLETICA JOLLY,200m,https://www.fidal.it/risultati/2024/REG33761/Risultati/Gara004.html
22.95,DI BATTISTA Andrea,AM,2007.0,FG202 U.S. FOGGIA ATL. LEGGERA,200m,https://www.fidal.it/risultati/2024/REG33818/Risultati/Gara004.html
22.95,COLLETTA Marco,AM,2007.0,AN010 S.E.F. STAMURA ANCONA A.S.D.,200m,https://www.fidal.it/risultati/2024/REG33816/Risultati/Gara004.html
22.99,BEDESCHI Alessandro,AM,2007.0,TO016 ASDP ATLETICA PINEROLO,200m,https://www.fidal.it/risultati/2024/REG33841/Risultati/Gara203.html
23.0,FALAPPI Michele mc terence,SM,1999.0,BS318 ATL. CHIARI 1964 LIB.,200m,https://www.fidal.it/risultati/2024/REG33761/Risultati/Gara004.html
23.02,FERRANTE Dennis,JM,2005.0,MI077 CUS PRO PATRIA MILANO,200m,https://www.fidal.it/risultati/2024/REG33839/Risultati/Gara203.html
23.03,PENNESI Valerio,JM,2005.0,RM161 ATL. ROMA ACQUACETOSA,200m,https://www.fidal.it/risultati/2024/REG33761/Risultati/Gara004.html
23.04,FRIZZI Michele,PM,2002.0,TN109 U.S. QUERCIA DAO CONAD,200m,https://www.fidal.it/risultati/2024/REG33658/Risultati/Gara004.html
23.05,CAPASA Gabriel,PM,2003.0,RI223 ATL.STUD. RIETI ANDREA MILARDI,200m,https://www.fidal.it/risultati/2024/REG33761/Risultati/Gara004.html
23.05,VIGNATELLI Biagio,AM,2007.0,FC049 ATL. ENDAS CESENA,200m,https://www.fidal.it/risultati/2024/REG33761/Risultati/Gara004.html
23.06,RONCATO Giacomo,AM,2007.0,VE464 ATL.AUDACE NOALE,200m,https://www.fidal.it/risultati/2024/REG33841/Risultati/Gara203.html
23.07,COFONE Massimiliano,AM,2007.0,TN109 U.S. QUERCIA DAO CONAD,200m,https://www.fidal.it/risultati/2024/REG33658/Risultati/Gara004.html
23.07,TURCHI Luigi,AM,2007.0,RM365 CSAIN VELOCEMENTE ACADEMY,200m,https://www.fidal.it/risultati/2024/REG33761/Risultati/Gara004.html
23.08,COLINA Mattia,PM,2004.0,BO007 ASD VIRTUS SEZ. ATL. EMILSIDER,200m,https://www.fidal.it/risultati/2024/REG33818/Risultati/Gara004.html
23.09,POL Vittorio,PM,2004.0,PN039 ATL BRUGNERA PN FRIULINTAGLI,200m,https://www.fidal.it/risultati/2024/REG33841/Risultati/Gara203.html
23.1,DAL MONTE Andrea,AM,2008.0,VI626 ATL.VICENTINA,200m,https://www.fidal.it/risultati/2024/REG33841/Risultati/Gara203.html
23.1,ZARAMELLA Stefano,JM,2005.0,VI626 ATL.VICENTINA,200m,https://www.fidal.it/risultati/2024/REG33841/Risultati/Gara203.html
23.11,ABADELLI Luca,JM,2005.0,RI223 ATL.STUD. RIETI ANDREA MILARDI,200m,https://www.fidal.it/risultati/2024/REG33761/Risultati/Gara004.html
23.12,DELLADIO Samuele,PM,2003.0,TN109 U.S. QUERCIA DAO CONAD,200m,https://www.fidal.it/risultati/2024/REG33839/Risultati/Gara203.html
23.12,FURLANETTO Marco antoni,PM,2004.0,PN039 ATL BRUGNERA PN FRIULINTAGLI,200m,https://www.fidal.it/risultati/2024/REG33841/Risultati/Gara203.html
23.13,BORDIGA Andrea,SM,2000.0,BS318 ATL. CHIARI 1964 LIB.,200m,https://www.fidal.it/risultati/2024/REG33841/Risultati/Gara203.html
23.14,CANESTRI Daniele,SM,1999.0,PG003 A.S.ATHLON BASTIA,200m,https://www.fidal.it/risultati/2024/REG33818/Risultati/Gara004.html
23.15,DI DONATO Alessandro,AM,2008.0,VA550 ATL. GAVIRATE,200m,https://www.fidal.it/risultati/2024/REG33839/Risultati/Gara203.html
23.17,BOLLINI Santos nicolas,SM,1994.0,SM278 OLIMPUS SAN MARINO ATLETICA,200m,https://www.fidal.it/risultati/2024/REG33761/Risultati/Gara004.html
23.18,MARINONI Dario,JM,2005.0,MI080 ATL. RICCARDI MILANO 1946,200m,https://www.fidal.it/risultati/2024/REG33818/Risultati/Gara004.html
23.18,CORVATTA Nikolas,SM,2001.0,MC007 GROTTINI TEAM RECANATI ASD,200m,https://www.fidal.it/risultati/2024/REG33816/Risultati/Gara004.html
23.19,MARINI Nicolo',JM,2006.0,CB061 ATHLETIC CLUB TERMOLI ASD,200m,https://www.fidal.it/risultati/2024/REG33818/Risultati/Gara004.html
23.22,PAGGINI Cosimo,JM,2005.0,LI035 ATL.LIBERTAS UNICUSANO LIVORNO,200m,https://www.fidal.it/risultati/2024/REG34029/Gara104.htm
23.22,DE MAIO Marco,SM,1997.0,LT260 ASD NISSOLINO INTESATLETICA,200m,https://www.fidal.it/risultati/2024/REG33818/Risultati/Gara004.html
23.23,RICCI Riccardo,PM,2002.0,RM363 SSD NISSOLINO SPORT SRL ASU,200m,https://www.fidal.it/risultati/2024/REG33761/Risultati/Gara004.html
23.23,SECK Fallou,PM,2004.0,VB034 A.S.D. GRAVELLONA VCO,200m,https://www.fidal.it/risultati/2024/REG33839/Risultati/Gara203.html
23.23,VENTURINI Michele,SM,2001.0,VR775 ATLETICA BOVOLONE,200m,https://www.fidal.it/risultati/2024/REG33841/Risultati/Gara203.html
23.23,ROSSI Leonardo,PM,2002.0,VE471 ASD ATLETICA BIOTEKNA,200m,https://www.fidal.it/risultati/2024/REG33841/Risultati/Gara203.html
23.23,FABBRI Stefano,SM,1994.0,FC038 EDERA ATL. FORLI,200m,https://www.fidal.it/risultati/2024/REG33818/Risultati/Gara004.html
23.24,PELIZZARO Mattia giorgi,AM,2007.0,RM057 FIAMME GIALLE G. SIMONI,200m,https://www.fidal.it/risultati/2024/REG33761/Risultati/Gara004.html
23.25,CHUKS Alex ebuka,PM,2003.0,AN010 S.E.F. STAMURA ANCONA A.S.D.,200m,https://www.fidal.it/risultati/2024/REG33658/Risultati/Gara004.html
23.26,MAGRI Daniele,PM,2004.0,BG003 ATL. BERGAMO 1959 ORIOCENTER,200m,https://www.fidal.it/risultati/2024/REG33839/Risultati/Gara203.html
23.27,DA DALT Andrea,JM,2005.0,GO050 ATLETICA GORIZIA,200m,https://www.fidal.it/risultati/2024/REG33839/Risultati/Gara203.html
23.27,GHINASSI Niccolo',SM,1999.0,FI002 ATLETICA FIRENZE MARATHON S.S.,200m,https://www.fidal.it/risultati/2024/REG33761/Risultati/Gara004.html
23.29,MELCHIOR Alex,JM,2006.0,UD030 ATLETICA MALIGNANI LIBERTAS UD,200m,https://www.fidal.it/risultati/2024/REG33839/Risultati/Gara203.html
23.3,PONTREMOLESI Matteo,AM,2007.0,RM232 ASD ROMATLETICA,200m,https://www.fidal.it/risultati/2024/REG33761/Risultati/Gara004.html
23.31,DE PRETTO Marco,PM,2004.0,VI626 ATL.VICENTINA,200m,https://www.fidal.it/risultati/2024/REG33841/Risultati/Gara203.html
23.32,GIAMPAOLI Matteo,PM,2002.0,MC007 GROTTINI TEAM RECANATI ASD,200m,https://www.fidal.it/risultati/2024/REG33761/Risultati/Gara004.html
23.32,ZUCCON Giovanni,JM,2005.0,TV354 TREVISATLETICA,200m,https://www.fidal.it/risultati/2024/REG33839/Risultati/Gara203.html
23.32,CASTAGNOTTO Mattia,PM,2003.0,CN008 A.S.D. ATLETICA ALBA,200m,https://www.fidal.it/risultati/2024/REG33839/Risultati/Gara203.html
23.32,DI GIORGIO Alessio,AM,2008.0,RM057 FIAMME GIALLE G. SIMONI,200m,https://www.fidal.it/risultati/2024/REG33761/Risultati/Gara004.html
23.32,PANZACCHI Stefano,AM,2008.0,MI080 ATL. RICCARDI MILANO 1946,200m,https://www.fidal.it/risultati/2024/REG33841/Risultati/Gara203.html
23.33,AGLIETA Giorgio,JM,2005.0,RI223 ATL.STUD. RIETI ANDREA MILARDI,200m,https://www.fidal.it/risultati/2024/REG33658/Risultati/Gara004.html
23.34,PICCIN Amos,JM,2005.0,PN039 ATL BRUGNERA PN FRIULINTAGLI,200m,https://www.fidal.it/risultati/2024/REG33839/Risultati/Gara203.html
23.35,FAZZINO Andrea sebastia,JM,2005.0,AN010 S.E.F. STAMURA ANCONA A.S.D.,200m,https://www.fidal.it/risultati/2024/REG33816/Risultati/Gara004.html
23.35,DALLATANA Giulio,JM,2005.0,PR068 C.U.S. PARMA,200m,https://www.fidal.it/risultati/2024/REG33761/Risultati/Gara004.html
23.36,ROSATO Valerio,SM,1992.0,PE001 ASD U.S. ATERNO PESCARA,200m,https://www.fidal.it/risultati/2024/REG33658/Risultati/Gara004.html
23.37,MUNGIANU Yuri,SM,2000.0,PO149 ASD ATLETICA PRATO,200m,https://www.fidal.it/risultati/2024/REG33761/Risultati/Gara004.html
23.37,DE MELO Michele,JM,2005.0,FC038 EDERA ATL. FORLI,200m,https://www.fidal.it/risultati/2024/REG33658/Risultati/Gara004.html
23.39,MORENA Riccardo,JM,2006.0,GO050 ATLETICA GORIZIA,200m,https://www.fidal.it/risultati/2024/REG33839/Risultati/Gara203.html
23.39,BERNARDINI Matteo,AM,2007.0,AR053 ALGA ATLETICA AREZZO,200m,https://www.fidal.it/risultati/2024/REG33761/Risultati/Gara004.html
23.39,IYEKORETIN Osazee godst,JM,2006.0,RA095 ATLETICA RAVENNA,200m,https://www.fidal.it/risultati/2024/REG33818/Risultati/Gara004.html
23.39,PUZZI Francesco,JM,2005.0,GO050 ATLETICA GORIZIA,200m,https://www.fidal.it/risultati/2024/REG33841/Risultati/Gara203.html
23.4,CACCAMO Riccardo demetrio,JM,2005.0,RI223 ATL.STUD. RIETI ANDREA MILARDI,200m,https://www.fidal.it/risultati/2024/REG33658/Risultati/Gara004.html
23.41,PRENZATO Santiago andre,AM,2007.0,PD140 ASSINDUSTRIA SPORT,200m,https://www.fidal.it/risultati/2024/REG33841/Risultati/Gara203.html
23.42,LIBERATI Lorenzo,AM,2007.0,RI223 ATL.STUD. RIETI ANDREA MILARDI,200m,https://www.fidal.it/risultati/2024/REG33761/Risultati/Gara004.html
23.42,MAIETTA Giovan Battista,JM,2005.0,CE907 ATLETICA MARCIANISE A.S.D,200m,https://www.fidal.it/risultati/2024/REG34128/Gara004.htm
23.42,SABARATHNAM Ashen vishn,AM,2008.0,MI080 ATL. RICCARDI MILANO 1946,200m,https://www.fidal.it/risultati/2024/REG33841/Risultati/Gara203.html
23.42,KHALDOUNE Yassine,AM,2007.0,VA550 ATL. GAVIRATE,200m,https://www.fidal.it/risultati/2024/REG33839/Risultati/Gara203.html
23.43,TORRETTA Alessio,PM,2002.0,RM367 A.S.D. P. ASTRA ATLETICA,200m,https://www.fidal.it/risultati/2024/REG33761/Risultati/Gara004.html
23.44,CAMERIN Giovanni,JM,2006.0,VI626 ATL.VICENTINA,200m,https://www.fidal.it/risultati/2024/REG33839/Risultati/Gara203.html
23.45,FEULI Alessio,PM,2002.0,RM068 TIRRENO ATLETICA CIVITAVECCHIA,200m,https://www.fidal.it/risultati/2024/REG33761/Risultati/Gara004.html
23.46,BELLUCCI Augusto,JM,2006.0,BA008 ASD ELITE ACADEMY BARI,200m,https://www.fidal.it/risultati/2024/REG33818/Risultati/Gara004.html
23.47,CREVACORE Federico,AM,2008.0,RE106 CALCESTRUZZI CORRADINI EXCELS.,200m,https://www.fidal.it/risultati/2024/REG33761/Risultati/Gara004.html
23.47,CAPPELLETTI Giacomo,AM,2008.0,VA990 MALPENSA ATLETICA,200m,https://www.fidal.it/risultati/2024/REG33839/Risultati/Gara203.html
23.49,FUZZI Filippo,SM,2001.0,FC038 EDERA ATL. FORLI,200m,https://www.fidal.it/risultati/2024/REG33658/Risultati/Gara004.html
23.49,FAZZI Lorenzo,JM,2006.0,FI002 ATLETICA FIRENZE MARATHON S.S.,200m,https://www.fidal.it/risultati/2024/REG33761/Risultati/Gara004.html
23.5,SICILIANO Simone,AM,2007.0,CS361 COSENZA K42,200m,https://www.fidal.it/risultati/2024/REG33818/Risultati/Gara004.html
23.5,ZIANTONI Paolo,SM35,1985.0,VE471 ASD ATLETICA BIOTEKNA,200m,https://www.fidal.it/risultati/2024/REG33761/Risultati/Gara004.html
23.5,MASONI Filippo,SM,2001.0,RM068 TIRRENO ATLETICA CIVITAVECCHIA,200m,https://www.fidal.it/risultati/2024/REG33761/Risultati/Gara004.html
23.51,MANDELLI Giulio,JM,2006.0,MI089 PRO SESTO ATL. CERNUSCO,200m,https://www.fidal.it/risultati/2024/REG33841/Risultati/Gara203.html
23.51,VACIS Leonardo,AM,2007.0,MI077 CUS PRO PATRIA MILANO,200m,https://www.fidal.it/risultati/2024/REG33841/Risultati/Gara203.html
23.51,GOZZI Brian,AM,2007.0,RM057 FIAMME GIALLE G. SIMONI,200m,https://www.fidal.it/risultati/2024/REG33761/Risultati/Gara004.html
23.52,BONVICINI Giacomo,PM,2003.0,PT115 PISTOIATLETICA 1983,200m,https://www.fidal.it/risultati/2024/REG33761/Risultati/Gara004.html
23.52,DELLADIO Riccardo,JM,2006.0,TN109 U.S. QUERCIA DAO CONAD,200m,https://www.fidal.it/risultati/2024/REG33839/Risultati/Gara203.html
23.52,MARANGONI Leonardo,SM,1993.0,VE471 ASD ATLETICA BIOTEKNA,200m,https://www.fidal.it/risultati/2024/REG33841/Risultati/Gara203.html
23.53,ESTATE Fabio,PM,2004.0,LT220 RUNFOREVER APRILIA,200m,https://www.fidal.it/risultati/2024/REG33761/Risultati/Gara004.html
23.53,PILLI Davide,PM,2003.0,PD140 ASSINDUSTRIA SPORT,200m,https://www.fidal.it/risultati/2024/REG33839/Risultati/Gara203.html
23.53,MARTORELLA Matteo,PM,2002.0,VA121 PRO PATRIA A.R.C. BUSTO A.,200m,https://www.fidal.it/risultati/2024/REG33841/Risultati/Gara203.html
23.54,GHIDONI Enrico,JM,2005.0,MO057 S.G.LA PATRIA 1879 CARPI,200m,https://www.fidal.it/risultati/2024/REG33658/Risultati/Gara004.html
23.55,ZENERE Christian,JM,2006.0,PD140 ASSINDUSTRIA SPORT,200m,https://www.fidal.it/risultati/2024/REG33839/Risultati/Gara203.html
23.55,SHEPETJA Keyzy,PM,2003.0,SM278 OLIMPUS SAN MARINO ATLETICA,200m,https://www.fidal.it/risultati/2024/REG33658/Risultati/Gara004.html
23.56,ZANFAGNIN Gabriele,AM,2008.0,UD018 LIBERTAS FRIUL PALMANOVA,200m,https://www.fidal.it/risultati/2024/REG33839/Risultati/Gara203.html
23.56,ANZIVINO Riccardo samue,PM,2002.0,VE471 ASD ATLETICA BIOTEKNA,200m,https://www.fidal.it/risultati/2024/REG33839/Risultati/Gara203.html
23.57,VITTORI Leonardo,JM,2006.0,GO050 ATLETICA GORIZIA,200m,https://www.fidal.it/risultati/2024/REG33839/Risultati/Gara203.html
23.58,CARLI Alberto,AM,2008.0,PD131 G.S. FIAMME ORO PADOVA,200m,https://www.fidal.it/risultati/2024/REG33841/Risultati/Gara203.html
23.58,COPPARI Jacopo,PM,2004.0,AN002 A.ATL. FABRIANO,200m,https://www.fidal.it/risultati/2024/REG33761/Risultati/Gara004.html
23.58,RE Paolo,AM,2007.0,RI223 ATL.STUD. RIETI ANDREA MILARDI,200m,https://www.fidal.it/risultati/2024/REG33761/Risultati/Gara004.html
23.59,PERI Niccolo',PM,2003.0,AR058 POL. RINASCITA MONTEVARCHI,200m,https://www.fidal.it/risultati/2024/REG33839/Risultati/Gara203.html
23.6,LICCARDO Marco,AM,2007.0,RE105 G.S.SELF ATL. MONTANARI GRUZZA,200m,https://www.fidal.it/risultati/2024/REG33839/Risultati/Gara203.html
23.6,ADABBO Leonardo,PM,2004.0,RM363 SSD NISSOLINO SPORT SRL ASU,200m,https://www.fidal.it/risultati/2024/REG33761/Risultati/Gara004.html
23.61,BERGAMASCHI Carlo,JM,2006.0,MI089 PRO SESTO ATL. CERNUSCO,200m,https://www.fidal.it/risultati/2024/REG33841/Risultati/Gara203.html
23.61,SCHOEPF Frederic,AM,2008.0,BZ011 ASV S.V. LANA - RAIKA,200m,https://www.fidal.it/risultati/2024/REG33839/Risultati/Gara203.html
23.61,CORMIO Francesco,AM,2008.0,BA015 A.S. OLIMPIA CLUB MOLFETTA,200m,https://www.fidal.it/risultati/2024/REG33658/Risultati/Gara004.html
23.61,RONZANI Alberto,JM,2005.0,TV354 TREVISATLETICA,200m,https://www.fidal.it/risultati/2024/REG33841/Risultati/Gara203.html
